64,8.483850989641219e-06
67,8.483850989641219e-06
71,8.483850989641219e-06
77,8.483850989641219e-06
85,8.483850989641219e-06
91,8.483850989641219e-06
136,8.483850989641219e-06
167,8.483850989641219e-06
182,8.483850989641219e-06
228,8.483850989641219e-06
258,8.483850989641219e-06
261,8.483850989641219e-06
263,8.483850989641219e-06
280,8.483850989641219e-06
281,8.483850989641219e-06
287,8.483850989641219e-06
290,8.483850989641219e-06
304,8.483850989641219e-06
312,8.483850989641219e-06
326,8.483850989641219e-06
352,8.483850989641219e-06
359,8.483850989641219e-06
380,8.483850989641219e-06
390,8.483850989641219e-06
396,8.483850989641219e-06
398,8.483850989641219e-06
402,8.483850989641219e-06
403,8.483850989641219e-06
417,8.483850989641219e-06
419,8.483850989641219e-06
428,8.483850989641219e-06
440,8.483850989641219e-06
486,8.483850989641219e-06
499,8.483850989641219e-06
500,8.483850989641219e-06
505,8.483850989641219e-06
510,8.483850989641219e-06
515,8.483850989641219e-06
527,8.483850989641219e-06
536,8.483850989641219e-06
540,8.483850989641219e-06
549,8.483850989641219e-06
552,8.483850989641219e-06
561,8.483850989641219e-06
587,8.483850989641219e-06
593,8.483850989641219e-06
594,8.483850989641219e-06
23,1.6967701979282437e-05
45,1.6967701979282437e-05
113,1.6967701979282437e-05
180,1.6967701979282437e-05
190,1.6967701979282437e-05
206,1.6967701979282437e-05
207,1.6967701979282437e-05
230,1.6967701979282437e-05
240,1.6967701979282437e-05
256,1.6967701979282437e-05
262,1.6967701979282437e-05
316,1.6967701979282437e-05
318,1.6967701979282437e-05
335,1.6967701979282437e-05
346,1.6967701979282437e-05
351,1.6967701979282437e-05
406,1.6967701979282437e-05
430,1.6967701979282437e-05
450,1.6967701979282437e-05
523,1.6967701979282437e-05
547,1.6967701979282437e-05
548,1.6967701979282437e-05
550,1.6967701979282437e-05
597,1.6967701979282437e-05
600,1.6967701979282437e-05
84,2.5451552968923652e-05
128,2.5451552968923652e-05
150,2.5451552968923652e-05
159,2.5451552968923652e-05
196,2.5451552968923652e-05
223,2.5451552968923652e-05
